,sentiment,content
8220,happiness,Burnt Agenn  Nice Day Tho  xxx
8223,happiness,@caltort i have tried the Teriyaki - no cookie tho!  we got (non winning) Pop-tarts with it.  All was great!
8263,happiness,@Sopphue i foot think it will let you since it.s international  but we have twitter haha
8290,happiness,@shelleymcarthur I was only @ Cambie just slightly before the event then had to leave  Waiting for feedback though; I'll keep u posted!
8298,happiness,"going out tonight, FINALLY. i wanty lie in the park but... cinema bound it looks"
8300,happiness,@MorganMartinez My dream was about hanging out with all my friends. It was good until I woke up and they weren't there.
8314,happiness,"went and got a pedicure and a manicure 2daii!!!! and den sunbathed all daii!!!! BEST DAY EVA!!!!! oh yeh,....did a teeny bit of study"
8327,happiness,Just got back from the doctor... I don't need surgery yayyy!!!!!! But my knees are still fucked  not gonna get better
8343,happiness,just done planting the garden...hope sun will shine soon!
8372,happiness,almost done with my first day at the spa...I missed this place! Then headed to Fort Collins to close down casa de kent
8390,happiness,@AmongstStars awee!
8394,happiness,currently playing... part of the list
8415,happiness,@eep2001 Might have to cancel our Disney trip this year.  Not too thrilled about it.
8432,happiness,"Good am all..: hanging out with ma dad 2day, looking for a job still.."
8434,happiness,@xxdePinkLadyxx I KNOW!!!!!!!!!!!!!!!! JOIN THE FREEKIN CLUB!!!!
8437,happiness,"@darklord1  Ohh what fun! A night at Slimes, I miss that place!"
8459,happiness,"Have ordered the cuuutest invitations for my new nieceï¿½s Christening, and they just arrived back in SA.  Sorry that I wont make it myself"
8462,happiness,@danni_30439 I really wish I could go!
8472,happiness,"@nick_carter Gotta make the video public, dear. LOL ...can't see it."
8484,happiness,"Wearing exactly the same clothes as I used to wear in Canada, beanie (or touque) and all.  Ahh brings back memories... I miss the snow"
8487,happiness,@oliviamunn SAN DIEGO! MOVE DOWN HERE! although whether right now is pretty cold. im waiting for the suck so i can go surf  I LOVE YOU
8490,happiness,@nethra - one more funny msg on fb. this time with an actual link  today i have received 5 such messages
8527,happiness,"@susannaheanes bwaha! It's so far away, though.  But it looks fluffy! And Jared's hair's SHINNNY."
8529,happiness,"@LeeHongRui hahaha.. it's ok, how can I hire your mom??! So paiseh.. haha, I shall do all the washing then"
8570,happiness,@marisette Weird! Maybe all the updates just aren't being sent to my phone  Haha
8627,happiness,"@yikes77 It would be great if those VIPS were for some acts I'd enjoy seeing, but noooo."
8640,happiness,@netmogul that sounds soooo good right now mmmm malasadas. i have to have more before i leave today
8644,happiness,Goodbye sex in the city  let me hurry and give mi cuz that paper work @lailashah !!! Have 2 have summer in BK !!!
8647,happiness,@NormaBecerra the washer se chingo  ha  ha!! I'm busting my grandma lucia waaaaay back in the early 90's lol
8652,happiness,"@My3Daughters well it sounds delicious! i'll be laying out on my patio tom, sans pool!  Enjoy your burgers!!"
8705,happiness,http://twitpic.com/670ar - this is post guitar hero ass kicking
8711,happiness,"@NeilDavidson happened about three weeks ago. Why, is there a serial card fraudster on the loose?"
8749,happiness,is enjoying the nice weather but has been stuck indoors writing an essay for most of it
8751,happiness,@matty500 Congratulations! I wish I could be there to see it happen.
8848,happiness,My car is home. Yay! $613.22 Boo!  I'm paying my mom in installments. I gave her $200 today. I so need to win the lottery. :\
8850,happiness,"@gnimsh forgot to answer your kindle question yesterday. honestly, haven't used it much. have two paperback books i want 2 read first."
8899,happiness,@me_chiel Well...I would love to have a Zoo! ;P Dont think I can be there sunday.  But sometime I will !I want to!
8968,happiness,@sheszladii  LOL! Girl that video disturbed me  and I love the hk theme too cute!
9006,happiness,@detrick Hey! So glad it's Friday but not happy that I just ate a bad apple
9007,happiness,Finished new moon! Woo! Now i want the next one...
9008,happiness,Been sitting in garden with my mummy and also got a text from the boy who i thought had GOT THE HINT    obviously not.
9014,happiness,http://bit.ly/NYhMZ  Dionusia made me do it
9026,happiness,So much for buying that awesome new phone from sony ericsson  - I am now Berry'd like everyone else...
9040,happiness,such.a.tease.
9043,happiness,Dollhouse was saved!!! Its coming back for another season!!! Too bad scrubs isn't
9067,happiness,"@fishieee Haha, it'll be gross by the time it comes back.    Tell you what .. we'll Yum! Vancouver some malay spot soon, or just go indian"
9071,happiness,@lancearmstrong I want a massage!!!
9108,happiness,@btocher  http://bit.ly/TVERS - ever been here? the night we didnt meet  we ended up here - possibly the best pizza this side of Chicago!
9116,happiness,"3 live p2v migrates, 5 vmware vsp exams, and a magento config, a quiet weekend at party central"
9117,happiness,@isacullen i want more
9159,happiness,"@tashababyyy i'm getting them this weekend. aw, i really want you to!"
9162,happiness,1 week and 1 one day to go.
9267,happiness,Got to go shopping with wife down to Tesco's. I knew my day was going to well.
9317,happiness,"@grantimahara man, 4 months until we get to see what those drunk tweets were all about"
9358,happiness,What a glorious week. My best holiday ever I think. I so don't want to go home in the morning
9362,happiness,@fatz_galore aaaw too bad .. i'm in a good mood to phone with someone  lol
9371,happiness,@eastcoaster1237 @funkydung  Doh! I'm an inside job LOLzor.
9376,happiness,"@laurenglennon I's sorry  listen to some Bats or GD as you do it! [dude, I never got to tell you, but, BATS WERE AMAZING &lt;33]"
9391,happiness,@LOVEHATE_ENVY how come you dont think you did good?!
9400,happiness,@SpinachPuffs yeeeeah . . . and it was in into too  seen Empire top 100 computer games? http://www.empireonline.com/100greatestgames/
9402,happiness,"Jon &amp; Kate + 8 kids have attracted a huge TV audience, tabloid headlines and, now, a state labor investigation   http://tinyurl.com/l7zt72"
9409,happiness,@DavidArchie Haha same!!! But its gonna be awhile til it comes to sweden i think...
9410,happiness,"@TheAllianceGuy thankies! btw, what part of scotland do you live in? I never got to visit the UK at all when I lived in Europe"
9419,happiness,@SpinachPuffs yeeeeah . . . and it was in intro too  seen Empire top 100 computer games? http://www.empireonline.com...
9422,happiness,@margjoc haha i am aware of how one contracts a UTI.  and i have training for work at 8:45 tomorrow morning so i have to go to bed early
9460,happiness,Car shopping with kacy yay
9478,happiness,@jy6 looking forward to your mandarin album.  Hope that you will come Singapore again
9485,happiness,@BrandiHoov we are coming...won't be there til around 9....can't stay though
9511,happiness,@karriedaway you look sooooo pretty love. dang I wish I was in NY so I could c u do ur thang
9569,happiness,It's too perfect outside to be at work
9607,happiness,OMG !! hollyoaks well dramatic  !!!!!!!!!!!!
9638,happiness,@youulovemee she is good! so gor-juz yea i kno i asked her yesterday when we were at tha hospital if she talked to u and she said no
9656,happiness,dad's posting got postponed ONE HOUR before he was meant to leave. either going to afganistan or NOWHERE. i'm sorta happy  but he's gutted
9708,happiness,Im so full. Subway was bomb! Waiting for my 2nd shift to start
9718,happiness,just got home from a long day at asda. joy
9724,happiness,Poor baby's got his first booboo  that he caused himself LOL  http://twitpic.com/673vt
9728,happiness,"@SallyTraffic ermm, me me me!!"
9737,happiness,@WerewolfSeth YES!!
9754,happiness,"@heloloser thanks clair, I haven't watched it yet."
9759,happiness,I know I shouldn't be saying this but fuck it..I'm horny as hell
9760,happiness,"@GirlUSoCrazy lol girl I cannot stop!!! I am a student, I can't afford $14 a pop eyeshadows. But I am so hooked"
9771,happiness,No 10th  2 months=]
9773,happiness,"it's been so nice all day, and now it looks like it's going to rain...just when i was getting excited about taking photos when i get home"
9786,happiness,"@danosphere It's a beautiful MN day, but I'm stuck inside playing Zelda.  I've gotta play at least 10 hrs. today."
9801,happiness,"@agcruc Girl, if you were part of the tour, I would seriously be the first in line for tickets.  Just sayin'."
9837,happiness,my special edition JFPL came today! all i have time to do is rip the demo cd to itunes and upload to my ipod before i go to work
9843,happiness,@joelogic Wish I could be there too!  Enjoy your weekend! xxx
9847,happiness,"Playing with the munchkin today, talking cakes and getting ready for a yard sale tomorrow. Not looking forward to that"
9907,happiness,@raenewman you called me? didn't get that.  nest time for sure. maybe i'll come to LA soon. i hella wana go to Disneyland.
9919,happiness,"@jules23 I know...I would too. Yes i cant wait for BB, i love it! I heard theyre not showing the 24 hr live streaming this year though"
9925,happiness,@hobgoods- yeah i went to satellite beach today and it was flattt  it was good for skimming though.
9935,happiness,The last day of the last time I visit my parents as an unmarried woman  (85/21589) ( http://bit.ly/Mo0QN  )
9982,happiness,@adonkim Sounds like a nice relaxing afternoon. I have to mow the lawn and walk the dog
10050,happiness,Just received my Leeds 10K bib and timing chip - but my hip injury means I won't be breaking any 10K PB this time around
10083,happiness,"having a great time on vacation, sure as heck don't want to go to work on tues."
10106,happiness,"Hanging with my BFF @JasmineWHO today! Ya Ya! @amandababby Our old friend is in my prayers, I hope this experience helps her"
10130,happiness,"@chrisbrownweb Hope Ye Got Dem; Ur Site Is Amazing, I Got On Everyday; I Tryed My Own, &amp; It Failed  Lol,"
10139,happiness,I'm at the cubs game and it is so cold. I think its going to rain.
10144,happiness,@ebassman I just got two tickets one for speeding and one for tinted windows
10156,happiness,"You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!"
10159,happiness,@euginis did you have fun last night? we didn't see you.
10223,happiness,Just had some babi pangang. Now off to friends. Tomorrow it's working time again
10239,happiness,@marykayte lucky! I still want those blue ones
10286,happiness,Goin to the mall and gonna see the movie ghost of gfs past i hope its good and top it all im goin alone  but ilook cute and feel good ^^
10336,happiness,@laydmaxix aww  i will keep sending it ;)
10337,happiness,I read some pretty awesome web comics today. And there's nothing really good on woot today  http://myloc.me/20gf
10349,happiness,just got a subponea
10365,happiness,FANTASTIC week in London but ATROCIOUS 8 hour journey home
10367,happiness,@smfibus I have a feeling that we'll be able to get anything we want as long as it's &quot;green.&quot;
10375,happiness,@gowalla Added 3 more spots in Memphis today and visited 2.  Needed a Hot Dog icon for a new restaurant so had to settle for a Hamburger
10434,happiness,Going to @LittleSkillet for lunch today with @earth2andy. Who's in? I still need to hit the ATM.
10547,happiness,"@Aeire ahahaha, that happens to me all the time.  poor Angela!"
10550,happiness,Wants to go catch happy hour @sonic to get me a strawberry lemonade slush (@ameshaye put me on them)...but i dont have my car...super
10564,happiness,@Minicooperr yeahh! Ryland was amazing xD BUT I DIDN'T GET A HUG OFF HIM booo  Suarez seemed a bit off tbh..but I think he'd just woken up
10569,happiness,"Just eaten, and feel extremely bloated...  now for the not so fun part."
10582,happiness,About to present my project.
10638,happiness,@jenrolton  awwwww  would a virtual high five make it any better?
10670,happiness,Best purchases at today at the yard sales: 2 large dog crates ($30) and a refrigerator for the office ($35) didn't buy anything old
10696,happiness,@tagscats thanks! You know that happens once in awhile
10709,happiness,"leaving work, going to crystal to search for her license, picking her and bia up, then heading to vegas. ugh i'm tired already"
10720,happiness,Fever of 103. Awesome. My tonsils are so swollen I can't even eat solid food. Still on location  the pictures rule though
10782,happiness,http://twitpic.com/676tn - Home Sweet Home... I didn't have a picnic blanket though
10815,happiness,@mileycyrus&quot;i wanna go to prom one day   &quot;i wish U can go with me 2 my prom even though im not a guy.but thatwouldmake1of myFRIENDS happy
10820,happiness,My Pom pup is favoring her front paw.
10842,happiness,aahhhh the new pics from new moon are brill. I don't think I can wait 5 months
10887,happiness,@sunshineangel89 Yeah..  Of course next time. ;) ICQ?
10920,happiness,woo exams nxt wk
10938,happiness,"grrrr, cant even enjoy this b-e-a-utiful day! have to finish that -damned essay for philosophy"
10945,happiness,@OohLaLisa oh yes some are quite nice! and my 'photoshop' liep zojuist vast. so now I have to start over painting Rï¿½isï¿½ngs glove
10952,happiness,tomorrow He'll gone to new home...I was Born single(our little puppy of basset hound)
10988,happiness,Cubs: Wow! Big out to close the top of the 3rd. Bang-bang play to 1st. &amp; it's starting to rain.
11008,happiness,hanging out at school... last day for seniors
11030,happiness,So nice how Natalie taught Jameson &quot;why&quot;!!!
11093,happiness,@jurisdiva its looking like the magic
11096,happiness,@WerewolfSeth i think my niece got me sickee  lame.
11115,happiness,Is happy...Skool just let out..! Today was my last day..! Yippee! R.I.P Jackson Tyler Morris..! Always Loved And Never Forgotten..!
11129,happiness,"Eating Which Wich, yumm! Dont think I've had it since the season ended"
11160,happiness,"The trip to Stockholm got cancelled  To make it up I'm planning to do some shopping tomorrow, nothing makes a girl as happy like shopping"
11175,happiness,@goldi_m except im on site near the airport on Dixon!  i have a lil #starbucks gps in my head hehe
11192,happiness,wanna see JB 3D Movie Experience again   ... I wanna &quot;touch&quot; Joe again hehehe
11206,happiness,just realized tonight's Drake
11214,happiness,"amazing, my brand new PARI neb broke. go figure. and it's the weekend. looks like i won't be getting another one until next week.  *sigh*"
11238,happiness,Get a new one nxt wk!!!
11265,happiness,@EricaMcGraw hi!! im glad you had fun at tennis! im about to go see dr dorfman   last visit though!!
11299,happiness,@flahmanow  nï¿½o te vi onteeeeeeem
11304,happiness,@ellyaway I know june 2010...  but its gonna be so good. Im going to se it even if im 20 when it comes out.
11391,happiness,"@jerricklim LOL YES! took me awhile to get accustomed to it. now back apple v, a, x, c! btw, apple up &amp; down still is home and end."
11398,happiness,just hanging around the house. Thank god its friday. With nina &amp; @missmarissxox later and working on a global project
11403,happiness,Rain Rain Rain go away come back next week when I'm gone (via @GigglingMarlin) raining lie crazy in the Keys
11415,happiness,"@rbmartin yeh, i knew wot i meant...kinda!! lol seems to be alot of radio bods on here....i've lost count"
11427,happiness,@ikklePickle haha I fail  just remember sohcahtoa xD
11428,happiness,i wanna see UPPPPPP
11435,happiness,@pinkbunny69 aww hope uve hada good day  xxxxx
11447,happiness,@TheExplodingBoi White wine reminds me of vinegar
11475,happiness,"I've knack my iphone, I got melted chocolate into the speaker, I now can't hear it when it rings"
11485,happiness,@drew8890. Haha I want another bagel. I have all this blueberry cream cheese left and no more bagel
11506,happiness,"Aarg, looks like I have to go home to Vegas this weekend. So much for Maker Faire"
11514,happiness,happy that Google Wave is trending.  Can't watch the video for it... certain flash videos are blocked by my company's network.
11525,happiness,@scitadel oh well   Its great to see the canadian math trades getting bigger though.
11534,happiness,@KristenSavage  I knew it! I use to love that show too  Happy weekend to you too!
11538,happiness,my laptop my laptop!!!! taking sooooooooooo long to load fdms myspace page
11551,happiness,Polaroid film today?! I hope so. Green tea = Yum. I got a 8/9 on my appearance for my &quot;job&quot; interview. Too much cleavage?
11579,happiness,omg a rat... ewwwww. omg i cant wait for tha marra.. so ecxcited. annabel cant go tho
11587,happiness,@mileycyrus  they closed the voting...all u can vote for now is best movie  Hope you win it! My 4 y/o Daughter lovesss 2 sing &quot;The Climb&quot;
11621,happiness,I just wanna be better already
11624,happiness,@meeshthebeast me and dee mack talking about your baby!  She's almost all grown up!
11629,happiness,This is scary  they hooked me up to 9 wires n it printed sum graph ohhhhhh
11631,happiness,Just one of those days.... I pray it will get better..
11651,happiness,all alone for the weekend!
11659,happiness,time to get ready for work
11665,happiness,@therage comes to you. when is your atl show jljf i swear you will have fun they're so much fun
11683,happiness,Workout done for today. Now time to get ready for work
11687,happiness,@filmnerdjamie I've only seen Star Trek twice. Seeing &quot;Up&quot; today but not in 3D since I was outvoted.
11701,happiness,"TGIF but its so rainy and blah outside!  I need sun   Trying to figure out what to do tonight, I want to go to Prov to the Hookah bar."
11726,happiness,@retrorewind Dave thanks for playing Happy Birthday from NKOTB. Today is my bday! It is a lonely bday today.
11811,happiness,i love the dreambears!.. i want a gay best friend!
11826,happiness,wants to go to walmart. but won't go alone
11856,happiness,"@davidjosman, a 74 is not &quot;quite alright&quot;!  on the plus side, I ate cinnamin toast crunch for breakfast, and am now eating strawberries."
11861,happiness,"Only two weeks left at my middle school gig.   Full-time work over the summer, but Teaching Credential begins at the end of August!"
11901,happiness,And it stopped raining.  Fuckingtastic! )
11924,happiness,@stereophonics http://twitpic.com/6714p - I feel really emotional  Its been great seeing your pics and keeping up with you.  Gonna m ...
12000,happiness,"Just got my paycheck... April bonus can b deposited 2day the rest, gotta wait til Mon."
12079,happiness,@soapylove Congrats on the Invisalign! I need to get refitted for mine - I got lazy and stopped wearing them.
12111,happiness,@jennifalconer thought it was rubbish  twins are cute tho!
12147,happiness,@kinahboo imma miss dem KObe nd Bron commrcials wen cleveland get knocked out doe  they wer funny
12152,happiness,"@stephanie_hall no  i was gutted when he wasn't. lmao. i think i'm obsessed with him, bahaha."
12154,happiness,@iFelixGonzalez really?!?! It looks like its going to rain here but its all just gray.... La is a bummer sumtimes
12169,happiness,is dreaming of the weekend... awake!
12192,happiness,@Alitaluna Hey workaholic! =P lol...jus wanted to say hiiii....i always tell ash to invite u over but she says ur always working lol
12220,happiness,Yay almost home i had to go walking today .....
12257,happiness,nice hair and nowhere to go
12262,happiness,Feel so depressed that I couldn't save it... Thanks for nothing!
12290,happiness,"nice night, should be golfing"
12299,happiness,leaving florida want to live there forever! Texan*Girl
12336,happiness,"@Orchidflower Yes,all on my own  OH gone to bed after a minor soap marathon. Photo editing night 4 me. Ohhh Inn on the lake, nice food."
12362,happiness,massive headache  going to see terminator tonight!
12372,happiness,Watch Jay Leno tonite!!!  It's his last day as the Tonight Show Host
12377,happiness,Symantec Ghost image corruption is making me cry
12395,happiness,"@Kat_04071991 haaa awesome! i remember my brother got given woody, and i got upset cause i got buzz  but then i got both of them lmfao"
12403,happiness,ughhh. i think my plans are ruined. i was excited too.
12410,happiness,this week of mine was not easy!  but finally it's over! (:
12420,happiness,FRIDAY so freakin happy today was an annoying day  buuut WEEKEND! TGIF&lt;3
12426,happiness,New York from 1500ft looks rather good. Last night in the Big Apple.
12430,happiness,"@BellaBKNY Thanks for your support as I kept updating, it helps"
12475,happiness,Aww what a sunny day! Tasty barbeque with the family (: Got bad sunburn though
12480,happiness,Back from lunch  READY TO GO HOMEEEEEEEEEEEEEEE
12515,happiness,Having dinner at the crown at south moreton with David and a stroppy teenager
12532,happiness,looking at this website!! should be working!!
12538,happiness,@lvlyfairygrl i would say no bc its so overcast  but if it gets sunny again then yes!
12556,happiness,@gabilicious111 hahaha probably not  sorry. We've got some things to do around the house...and then we have to go to Jared's parents house
12576,happiness,I don't know what my Mom gave me to clean my Macbook with but it is SO white now. It was tinted grayish blue from my black desk.
12630,happiness,Being followed by compliance.  Great.   Have to watch what I say now.
12633,happiness,@beeank haha its awesome i always have to use it when i eat
12636,happiness,she made my sister cry too hahah. bless her.  i hope she can do it again.
12646,happiness,@blooddrunk SICK! I'm totally getting GH5!! Too bad you guys didn't get to play in Boston
12657,happiness,"#bgt Aw bless her, my stomach sank when she first whimpered but good on her for trying to carry on. That's nice of Simon to take charge."
12686,happiness,"omds! holly steel, bless her!  x"
12704,happiness,"That little girl holly!  find some time! Aw, she'll get loads of votes now I bet!"
12715,happiness,@sarahblevins3 i know!!
12741,happiness,"@gfalcone601  haha, i was crying  xx"
12742,happiness,"@RobbyWat For a minute I thought that said &quot;Maggie has an extra eye growing.&quot;  Yep, I'm a space cadet.  Sorry for the sweet girl"
12778,happiness,"@thatdamnninja Oh, okay. Every so often I get this random taste of blood in my mouth that makes me go &quot;eww, blood&quot;.  Haha."
12779,happiness,hollie steel  bless her. but go dreambears &lt;33333 hahahahaha
12799,happiness,@kiieeeee yaaay for u cleaning ur room. I said hi to u the other day &amp; u didnt write me back
12800,happiness,in Mallorca. Want to play guitar   When i come home I'm going to buy the mcfly dvd first :]]
12835,happiness,yay im out but i have 2 ride home  have 2 take tha yellow limo..super gay
12847,happiness,need to cheer up!
12889,happiness,"@greatkingrat hey i forgot about that, ask steve to take mine down mate. I do look like Liam from shameless!"
12908,happiness,"@idmoore Enjoy your day too! Prob see u up top of Glyders. No pint for me, gotta drive straight back as we've got Dog stuff to do Sunday"
12909,happiness,@gfalcone601 tom is not with u!  hahahahahahhah he's with my bff
12939,happiness,"@under_control aw babyy i'm sorry  i gots too excited, haha. &lt;333"
12977,happiness,@ragazza_matta take my &quot;how well do you know me&quot; quiz!! i made one the other day... no one took it yet  i put pics from yday on fb xx
13005,happiness,working!   I am so ready to go.
13023,happiness,Dentist   but the chicks hot so thats a plus
13051,happiness,i looked all cute too!
13105,happiness,"Having lunch with: Me, Myself and I  I haven't eat alone in soo long, but oh well"
13120,happiness,@welsh_lottie Not one of my favourite pastimes  This weekend is a long weekend here so Monday I'm off to an Ice Show w/ the G/daughter ;)
13128,happiness,Bye twitter &amp; FB world! I'm at the San Francisco airport ready to board Air China. Not sure if I'll have Internet access
13130,happiness,Damn just spent a week whole of pay on shopping  oh well i'm happy!!!
13136,happiness,"@wrldfms i would, but i don't know how to do it from the phone..."
13158,happiness,Reception food at Long Beach graduation = no Champagne  http://twitpic.com/67eba
13194,happiness,Don't really wanna go school on Monday to be honest
13209,happiness,I want to get super pretty  and i want a cig
13225,happiness,This Water Horse movie is totally making me want to go to Scotland. I want a water horse  lol
13298,happiness,@tommcfly wishing i could be in sï¿½o paulo for the show  but fortunately i went to the brasilia one! haha
13313,happiness,"Back from the gym, just checkin' email. Gonna go watch an old movie or something. It's a little cool out to sit outside and read!"
13333,happiness,Omg i just seen the sun and the moon in the same place  this disproves my theory that they are the same person
13341,happiness,"A sweater, a sandwich and a hug sound so fantastic right about now"
13387,happiness,Last Late Late with Pat Kenny! Bless
13408,happiness,@joshuawoodard happy birthday man! my ride to the wedding  i'll see you guys soon though. you play here JULY 27th!
13414,happiness,"@leighannirvine Thanks hun! I'm wearing my new goldmine e/s and big false lashes, but it doesn't show!"
13416,happiness,@purelynarcotic Ohh.. #twpp is falling silent..  I was waiting to track ur US version.. Next time maybe.. Btw sunny california sounds good
13438,happiness,"Meeting went well last night.They shot promo to air this weekend on MTV. i tried to hide but I was too close, I think they caught me."
13450,happiness,"curled up on the couch like a question mark, mind like jell-o. ah, tis such a joy to be a woman"
13527,happiness,Just got done working out....relaxing than off to work
13545,happiness,"@HoptonHouseBnB Sorry, not meaning to complain, feeling rough and heat getting to me again tonight  Would love to be visiting India though"
13560,happiness,@mileycyrus it wouldnt let me vote yesterday  but i made up for it today. i really hope u win cause everyone knows u deserve it =D
13569,happiness,hahahahaha let's tweet! I have two hours  and I need a....
13592,happiness,Eww its gross here &amp; a lady keeps looking at me weird  ha ha but another smiled &amp; asked me if i was in their company..me in the army? LOL
13596,happiness,@itsjakey I love it when you call me chica
13608,happiness,@sneadles What a great picture!  We won tons of money that day.  (       )
13615,happiness,"Ready to celebrate the weekend! oh wait, I have 15 more minutes"
13690,happiness,@AboutLittleRock Wow. @mhenslee is constantly ranting about his love for Genghis Grill too. Never been there; not here in Colorado.
13691,happiness,Tomorrow it will be a warm day..  For some reason I don't like the sun that much. xD But I'll go swim! ;D So that's better. xD
13847,happiness,@nizhonipetphoto i wannna go   i wanna go anywhere but jersey
13862,happiness,"@jtsui i wish i could sat but thats a super busy day  sunday perhaps? playing football in dolores park too, youre welcome to come hang!"
13874,happiness,"@Rikmach Yeah, I remember.  *hugs*"
13898,happiness,Smith/Amherst mini-reunion last night was fun- how i miss the old days
13904,happiness,@_Stephhh_ Awww  I heard he is the sweetest guy with fans.
13906,happiness,Me and mum are lost in grangemouth. Utter hilarity! Totally lost
13917,happiness,@ProfessorSpork I actually envy you even though I've already seen it.  It was that good!
13933,happiness,@stonezoneshow http://twitpic.com/67gwh - bwahahahahahahaha nice!  I want a doggy
13980,happiness,@aaronstewart try 5 5-drawer horizontal cabinets full of non-digital fun. The SEC &amp; FINRA make my job so joyful. Can't hire temps either
13991,happiness,@dressjunkie oh no!! don't be horrible  lol no but she was a better singer even if she didn't cry... don't u think? she made me cry haha!
13992,happiness,@kadi707 RUDE! going cabin drinking without lizlove!  but im am proud momma that you finally learned how to properly TWIT
14002,happiness,"@WeTheTRAVIS i hope that happens tomorrow, then ill be there ;) (Providing my dad gets better to take me  )"
14018,happiness,@yelyahwilliams  but i love your haaaaair!
14050,happiness,gotta go twitterers (?) my stupid sister wants to go on facebook  oging to montreal 2morrow so i wont be on for a while! bye!! XoXox &lt;33
14056,happiness,@RainbowEagle Yeah I replied!! I meant to take a photo of my drink but I was laaazy and didnt'  x
14087,happiness,"What a day, 12 hours work  But I'd really like my job, it's fabulous :b"
14111,happiness,Doesn't have to go to work tomorrow! Good times! Revision though
14118,happiness,Excited bout going out 2nite but bummed cuz im da designated driver. So no drinking for Angie!
14138,happiness,"@jonasbrothers please nick, say happy birthday to me. my birthday was yesterday!"
14154,happiness,"Choir assembly was bad  it's fucking hot, yay!"
14166,happiness,@peacefullvegan I LOVE PD! So fucking good! I wanted to try something new...I give it 2.5/5 stars. It's meh.
14254,happiness,@MrAhrenSean lol! ok ok it is a little absurd... lol but my mini and open toe heels won't make it in this weather
14338,happiness,"at home. didn't see the Bloody movie, full booked  but Night at the museum was fun though."
14355,happiness,@opalbonfante Wonderful! Let me know what you think. Not light reading
14397,happiness,@snowed_in I loved that movie! And I miss Raul Julia.
14404,happiness,I had my galaxy..and god it was good!!  Where has everyone gone..twitters gone a bit quiet  xxxxx
14419,happiness,@ThelovelyJ lmao back in queens now
14432,happiness,just saw UP  it was a cute movie (:passed by a place called a peasants kitchen. wtf? that names kinda sad
14459,happiness,cookies and milk to make me feel better. thanks babe. still recuperating from last night.   http://yfrog.com/13izrj
14503,happiness,@travelingcircus Oooh you just spoiled my teenage fantasy
14547,happiness,@TMills130 aaawww  no worries fresh start to work on growing it out again
14559,happiness,Oh god! The cheesy disco music has started and everyone is getting up on the tables  i need more wine...
14567,happiness,Was supposeddd to hang out with al but her mommy wont let her  now what to dooo? Blah. Hahaha
14576,happiness,"@colbertobsessed  I was lucky, my mom paid for everything for me. I'll take you shopping!"
14603,happiness,@Drlebron - Welcome to Minnesoooooooota. Free up some time this trip to catch up! Won't be at Cliquot Club though; they closed
14639,happiness,@TheoLykos OMG I WANT TO GO TO THE BEACH!!!
14647,happiness,@formicadinette - Yipe! I'm sorry to hear that
14741,happiness,"Back @ home AGAIN .. bathing kids, ironing clothes for hubby .. nephew's graduation tonight! I remember when he was 2!"
14758,happiness,Two week extension on contract ... I'm ready for it to be done
14793,happiness,The heat is here!!!
14852,happiness,cba with exams! 17 left!
14891,happiness,@megan_ftw awh i'm sorry  i'm probably going to do the same thing haha.
14915,happiness,Maaaan... it is way too nice outside to be in here working.
14951,happiness,"Hey, @elliotcole Thank you SO much for the #followfriday. I failed miserably to get a list together this week"
14959,happiness,Gotta love nasty weatherrrrr. @kileyymariee so jealous ur at knotts
14992,happiness,@jessbooka i just drove past your hotel  wish u was ere. I'm thinking a december trip for a real white xmas!!
15003,happiness,"Going on 1,116 days still no new tattoo."
15011,happiness,@Nairtseuqe so my son is not the only one!  that's really nice to know.  he really is good at being three. and dh will be late today
15023,happiness,"Latest: Saw Animal Collective in Oakland and they were AMAZING! Now, I am trying to clean my room"
15073,happiness,work  @britad Yay!
15089,happiness,"@Allierosen YAY!!! but im very sad, because i just got a flight in next weekend for my friends benefit  Have a wonderful time!!!"
15094,happiness,You can't spell #melo without e m and o...  &lt;3 to my favorite blogging site.
15106,happiness,"ok guys, have to turn this Laptop off to pack.   tweet u guys on the road! bbl......"
15118,happiness,@MC_Craig_G Hope your enjoying the money..it's looking real good to me right now
15131,happiness,@KashiMae Thanks Kashi! I was thinking the other day about how mad I am for doing myself a disservice by not taking 1 of ur classes.
15153,happiness,@m_delamerced what did judge answer to fid. duty 2 tort lawyer? u r so good at this.it will be like the oj trial over once this is done
15157,happiness,Excellent the Suzaku 7 are back together  woop last episode  hope its a happy one i'm a sucker for these really lol shh
15220,happiness,"@midsomerlover :O How comes you've seen it before we have  I'm so excited, I hope he gets a love interest soon, don't tell me if he does!"
15301,happiness,@WerewolfSeth did you really just call me Ma'am...wow that was the reality check of the day  lol
15326,happiness,Oh joy its gong to be a long weekebd... Yipee :*Â¡
15377,happiness,"i feel like a bright, new t-shirt.. wish i had one."
15393,happiness,I actually got a bit of a tan today haha sadly will be working all weekend won't get a chance to enjoy the glorious sunrays boo
15404,happiness,Horrible thought... I have to go back to work on Monday   Good thought... I only work for 90 minutes   Life is good.
15408,happiness,"Good stuff, Smiles back? Why won't you go to his concert too? :o. Wish I could instead of working on my music which is failing  lol x"
15409,happiness,@gossipboy630 hahah really? some guy said i looked 14. i dont look young
